Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN""]"
2.0250000000000002e-07,-0.031249894400000144,4.2656253695999995,52.49999872,-1.2499957760000058,3072
2.03e-07,0.12500011519999976,4.578125388799999,50.624998912,-2.4999956480000023,3072
2.0350000000000002e-07,-0.031249894400000144,4.8125004032,48.749999104,-2.4999956480000023,3072
2.04e-07,-0.42187491840000013,4.9687504127999995,47.499999232,-3.124995584000004,3072
2.045e-07,-0.4999999232000001,5.125000422399999,48.749999104,-1.8749957120000005,3072
2.0500000000000002e-07,-0.2656249088,5.5156254464,50.624998912,-0.624995840000004,3072
2.055e-07,-0.18749990400000005,5.6718754559999995,51.249998848000004,-0.624995840000004,3072
2.0600000000000002e-07,-0.18749990400000005,5.6718754559999995,49.37499904,-1.2499957760000058,3072
2.065e-07,-0.42187491840000013,5.6718754559999995,46.874999296,-1.8749957120000005,3072
2.0700000000000001e-07,-0.3437499136000002,5.6718754559999995,46.249999360000004,-2.4999956480000023,3072
2.0750000000000003e-07,-0.2656249088,5.593750451199999,45.624999424,-2.4999956480000023,3072
2.08e-07,-0.1093748992000001,5.6718754559999995,46.874999296,-1.2499957760000058,3072
2.0850000000000002e-07,-0.1093748992000001,5.6718754559999995,47.499999232,-0.624995840000004,3072
2.09e-07,-0.2656249088,5.593750451199999,46.874999296,-1.8749957120000005,3072
2.0950000000000002e-07,-0.3437499136000002,5.5156254464,44.999999488,-1.8749957120000005,3072
2.1e-07,-0.3437499136000002,5.437500441599999,45.624999424,-1.2499957760000058,3072
2.105e-07,-0.18749990400000005,5.437500441599999,44.999999488,-1.2499957760000058,3072
2.1100000000000002e-07,-0.031249894400000144,5.281250431999999,43.749999616,-1.2499957760000058,3072
2.115e-07,-0.031249894400000144,5.2031254272,42.499999744,-0.624995840000004,3072
2.1200000000000002e-07,-0.18749990400000005,5.0468754176,41.249999872000004,-1.2499957760000058,3072
2.125e-07,-0.2656249088,4.9687504127999995,42.499999744,-1.8749957120000005,3072
2.1300000000000001e-07,-0.18749990400000005,5.0468754176,42.499999744,-1.8749957120000005,3072
