ROUT,V_IN,I_IN,P_IN,V_OUT,I_OUT,P_OUT,V_DS_A_pp,V_DS_B_pp,V_DS_A_max,V_DS_B_max,MR_FREQ,V_MR_PP,V_RECT_PP,V_RECT_RMS
57.0,25.014,1.7385522,43.4881447308,0.003317709,0.00146535,8.238948e-08,56.0,60.0,56.0,60.0,13700000.0,131.0,125.0,43.19
57.5,25.013997,1.73860328,43.489417230110156,0.003390959,0.001645787,1.904411e-07,57.0,60.0,57.0,60.0,13700000.0,131.0,123.0,43.04
58.0,25.0142,1.73868169,43.491731529998,0.003430252,0.001596135,3.555575e-07,57.0,59.0,57.0,59.0,13600000.0,130.0,123.0,43.14
58.5,25.014164,1.73871327,43.49245888475628,0.003249039,0.001575019,-3.079475e-07,56.0,59.0,56.0,59.0,13600000.0,130.0,125.0,43.14
59.0,25.014169,1.73870697,43.49230998905793,0.003428161,0.001617392,2.032724e-07,56.0,59.0,56.0,60.0,13600000.0,130.0,123.0,43.18
59.5,25.014273,1.73878852,43.49453072854596,0.00341165,0.001588447,1.188569e-07,56.0,59.0,56.0,59.0,13700000.0,128.0,125.0,43.24
60.0,25.014253,1.73878165,43.49432410485745,0.003301282,0.001545589,-6.753442e-10,56.0,59.0,57.0,59.0,13500000.0,130.0,125.0,42.98
60.5,25.013216,1.73870874,43.49069727470784,0.003321898,0.001553096,9.825956e-08,57.0,59.0,56.0,60.0,13600000.0,131.0,123.0,43.14
61.0,25.027321,1.73915047,43.52627707999087,0.00352502,0.001670384,5.024405e-07,56.0,60.0,57.0,60.0,13500000.0,130.0,125.0,43.03
61.5,25.028062,1.73893219,43.52210266511578,0.003356731,0.001677899,6.13193e-07,56.0,59.0,56.0,59.0,13600000.0,131.0,125.0,43.12
61.68502750680849,25.018523,1.73896715,43.506389638519444,0.003451931,0.001656642,2.589864e-07,56.0,60.0,56.0,59.0,13700000.0,131.0,125.0,43.2
62.0,25.017961,1.73904324,43.507315955633636,0.003247612,0.001670302,4.119473e-08,56.0,59.0,56.0,59.0,13500000.0,130.0,123.0,43.06
62.5,25.02043,1.73956721,43.5247196081003,0.003425827,0.001647635,4.95349e-07,56.0,61.0,56.0,61.0,13700000.0,131.0,125.0,43.18
63.0,25.056487,1.74173638,43.641794962897066,0.003430377,0.001587552,4.190378e-07,56.0,59.0,56.0,59.0,13600000.0,131.0,125.0,43.07
63.5,25.056729,1.74174796,43.64250662002284,0.003469952,0.001589297,4.602329e-07,56.0,59.0,56.0,59.0,13600000.0,131.0,123.0,43.06
64.0,25.015528,1.73785227,43.47329212004856,0.003403861,0.001635522,3.704148e-07,56.0,60.0,56.0,59.0,13500000.0,130.0,125.0,43.02
64.5,25.021259,1.73775717,43.48087222967703,0.003451806,0.00159859,1.124413e-07,57.0,61.0,56.0,60.0,13600000.0,131.0,125.0,43.09
65.0,25.029809,1.73925377,43.533189665629926,0.003360874,0.001650097,-2.380517e-07,56.0,60.0,56.0,59.0,13600000.0,131.0,125.0,43.17
65.5,25.028044,1.74021182,43.554098000280085,0.003250595,0.001645336,-8.644138e-08,56.0,60.0,55.0,60.0,13600000.0,131.0,125.0,43.19
66.0,25.042877,1.73969671,43.56701072583467,0.003404848,0.001570547,-1.215582e-07,56.0,59.0,56.0,59.0,13700000.0,130.0,125.0,43.14
66.5,25.035851,1.73984178,43.55841956765478,0.003303961,0.001620274,2.002332e-07,57.0,59.0,57.0,59.0,13700000.0,130.0,125.0,43.05
67.0,25.075483,1.74247193,43.693325258692184,0.003393817,0.001545281,8.171398e-08,55.0,59.0,56.0,59.0,13500000.0,130.0,125.0,43.11
67.5,25.062485,1.74011616,43.6116351582576,0.003422136,0.001594098,-2.701307e-09,56.0,59.0,57.0,59.0,13600000.0,130.0,125.0,43.1
68.0,25.043647,1.74015769,43.57989491269543,0.003503913,0.001609175,8.5057e-07,56.0,59.0,57.0,59.0,13600000.0,131.0,125.0,43.11
68.5,25.077763,1.74192868,43.68367459994284,0.003327603,0.001619398,2.691162e-07,56.0,61.0,57.0,61.0,13600000.0,131.0,125.0,43.12
69.0,25.066253,1.74221063,43.67069243086939,0.003382123,0.001638456,1.938177e-07,57.0,60.0,57.0,60.0,13700000.0,131.0,125.0,43.18
69.5,25.065306,1.74337061,43.698117811056655,0.003504515,0.001521906,2.809346e-07,56.0,59.0,56.0,60.0,13600000.0,133.0,123.0,43.2
70.0,25.078981,1.74330581,43.72033328617961,0.003240724,0.00155061,3.403631e-07,56.0,59.0,56.0,59.0,13600000.0,130.0,125.0,43.31
70.5,25.082076,1.74344692,43.72926814940592,0.003363254,0.001610897,2.802593e-08,57.0,59.0,56.0,59.0,13600000.0,131.0,125.0,43.08
71.0,25.083435,1.74338671,43.73012722014885,0.003341379,0.00161576,4.322073e-07,58.0,60.0,56.0,59.0,13600000.0,130.0,125.0,43.18
71.5,25.06407,1.74194587,43.6602532218909,0.003413999,0.001502631,5.801023e-07,57.0,59.0,57.0,59.0,13600000.0,131.0,125.0,43.22
72.0,25.084884,1.74344213,43.73404359176292,0.003370266,0.001574547,6.172458e-07,56.0,59.0,56.0,59.0,13600000.0,131.0,125.0,43.15
72.5,25.083187,1.74331549,43.72790843566663,0.003483045,0.001479955,-3.376617e-08,56.0,59.0,56.0,59.0,13600000.0,131.0,123.0,43.26
73.0,25.083566,1.74339743,43.73062449963538,0.003553956,0.001550218,3.7109e-07,57.0,60.0,56.0,59.0,13600000.0,131.0,125.0,43.2
73.5,25.076279,1.74298495,43.707576899001054,0.003305237,0.001566796,2.161032e-07,56.0,59.0,56.0,59.0,13600000.0,131.0,127.0,43.26
74.0,25.082651,1.74366505,43.735741910047544,0.003355098,0.001560135,1.573502e-07,57.0,59.0,56.0,59.0,13600000.0,130.0,125.0,43.16
74.5,25.081851,1.74321625,43.72309024327875,0.003399027,0.001549039,4.598959e-07,56.0,59.0,57.0,59.0,13700000.0,131.0,125.0,43.19
